FECHA;cm_nivel;horas_sol;lluvia;evaporacion;max_temp;min_temp
23/12/2018;116;8.1;0;0.3;18.0;3.0
24/12/2018;116;0;0;0.8;17.0;3.0
25/12/2018;116;0;0;0.7;18.0;4.0
26/12/2018;116;4.9;0;7.6;15.0;3.0
27/12/2018;116;5.5;0;6.35;15.0;1.0
28/12/2018;116;6;0;1.9;15.0;0.0
29/12/2018;116;3.1;0;1.15;13.0;1.0
30/12/2018;116;7.8;0;0.75;15.0;1.0
31/12/2018;116;9.3;0;1.2;16.0;5.0
01/01/2019;116;6.1;0;1.15;19.0;2.0
02/01/2019;116;7.3;0;1.25;17.0;1.0
03/01/2019;116;7.7;0;0.45;15.0;0.0
04/01/2019;116;0;0;0.85;14.0;1.0
05/01/2019;116;6.9;0;0.7;16.0;-1.0
06/01/2019;116;8.4;0;1.7;16.0;-1.0
07/01/2019;116;8;0;0.9;15.0;-1.0
08/01/2019;116;8.2;0;0.05;15.0;-1.0
09/01/2019;116;7.5;0;1.85;16.0;-1.0
10/01/2019;116;7.8;0;1.15;14.0;-1.0
11/01/2019;116;6.1;0;1.4;14.0;0.0
12/01/2019;116;8.7;0;0.7;12.0;-1.0
13/01/2019;116;7.2;0;1.5;15.0;-1.0
14/01/2019;116;8.4;0;0.95;15.0;-2.0
15/01/2019;116;1.6;0;1;13.0;-2.0
16/01/2019;116;4.1;0;0.75;14.0;3.0
17/01/2019;116;2.4;0;1.05;12.0;5.0
18/01/2019;116;2;0.2;0.75;15.0;0.0
19/01/2019;116;0.1;7.8;0.9;10.0;3.0
20/01/2019;116;0.5;0;-0.2;12.0;6.0
21/01/2019;116;7.3;0;0.45;12.0;5.0
22/01/2019;116;3.5;0;1.15;10.0;0.0
23/01/2019;116;1.1;0;1.45;12.0;0.0
24/01/2019;116;3.9;0;0.95;13.0;8.0
25/01/2019;116;6.9;;1.6;17.0;4.0
26/01/2019;116;7.5;0;1.65;19.0;3.0
27/01/2019;116;5.1;0;1.45;12.0;5.0
28/01/2019;116;6.7;0;1.5;12.0;4.0
29/01/2019;116;3.1;0;1.3;11.0;5.0
30/01/2019;116;3.1;3.5;1.95;12.0;8.0
31/01/2019;116;2.4;22.7;1.45;13.0;9.0
01/02/2019;120;4.8;2.5;0.2;12.0;10.0
02/02/2019;119;6.9;0;2.3;12.0;7.0
03/02/2019;119;8.5;0;1.6;10.0;2.0
04/02/2019;118;7.4;0;2.25;14.0;-1.0
05/02/2019;118;7.3;0;1.35;17.0;-1.0
06/02/2019;118;7.3;0;1.8;20.0;3.0
07/02/2019;118;7.4;0;2.1;18.0;3.0
08/02/2019;118;7.2;0;1.1;19.0;3.0
09/02/2019;118;6.9;0;0.9;17.0;2.0
10/02/2019;118;1.3;0;2.65;13.0;3.0
11/02/2019;118;5.1;0;0.95;15.0;5.0
12/02/2019;118;8.5;0;1.9;15.0;5.0
13/02/2019;118;9.7;0;2.25;14.0;5.0
14/02/2019;118;9.3;0;2.35;15.0;5.0
15/02/2019;117;8;0;2.9;15.0;6.0
16/02/2019;117;3.8;0;3.4;14.0;7.0
17/02/2019;117;9;0;0.25;15.0;9.0
18/02/2019;117;2.6;0;2.1;15.0;6.0
19/02/2019;117;1.1;0;2.5;15.0;7.0
20/02/2019;118;7.4;0;2.35;15.0;5.0
21/02/2019;117;8.1;0;2.35;15.0;4.0
22/02/2019;116;8.8;0;3.1;17.0;5.0
23/02/2019;117;3.1;0;2.3;20.0;2.0
24/02/2019;116;8.3;0;2.8;17.0;3.0
25/02/2019;115;9;0;3.5;15.0;3.0
26/02/2019;115;9.8;0;2.45;17.0;8.0
27/02/2019;115;8.9;0;4.65;20.0;6.0
28/02/2019;115;8.6;0;4.9;21.0;3.0
01/03/2019;114;4.4;0;2.8;18.0;4.0
02/03/2019;114;7;0;1.8;19.0;4.0
03/03/2019;114;8.8;0;3.3;18.0;5.0
04/03/2019;114;8.2;0.4;3.2;23.0;5.0
05/03/2019;114;2.1;0;4.15;18.0;6.0
06/03/2019;114;1;4.7;1.95;15.0;11.0
07/03/2019;114;8.2;0;0.75;14.0;5.0
08/03/2019;113;8.6;0;2.25;16.0;6.0
09/03/2019;113;8.8;0;3;20.0;5.0
10/03/2019;113;9.4;0;0;19.0;5.0
11/03/2019;113;9.3;0;3.9;24.0;6.0
12/03/2019;113;9;0;4.7;20.0;7.0
13/03/2019;112;9.1;0;3.1;19.0;6.0
14/03/2019;112;8.8;0;4.5;20.0;5.0
15/03/2019;112;9.2;0;4;23.0;5.0
16/03/2019;111;9;0;5.4;24.0;6.0
17/03/2019;110;8.7;0;3.45;21.0;4.0
18/03/2019;109;8.8;0;6.4;19.0;6.0
19/03/2019;109;8.7;0;3.35;17.0;7.0
20/03/2019;107;8;0;4.85;16.0;6.0
21/03/2019;107;9.4;0;5.6;16.0;5.0
22/03/2019;107;8.9;0;4.8;16.0;4.0
23/03/2019;106;6.6;0;2.5;17.0;6.0
24/03/2019;107;2.4;0;3.6;18.0;8.0
25/03/2019;107;8.8;0;3.1;20.0;7.0
26/03/2019;107;3.8;0;5.15;20.0;8.0
27/03/2019;107;9.3;0;5.75;18.0;9.0
28/03/2019;106;9.7;0;5.7;18.0;7.0
29/03/2019;106;6.8;0;5.7;16.0;8.0
30/03/2019;107;6.9;11.9;4.9;16.0;1.0
31/03/2019;107;3.9;9;3.8;17.0;11.0
01/04/2019;107;1.3;9.3;2.1;16.0;9.0
02/04/2019;107;6.1;0;1.3;18.0;6.0
03/04/2019;107;9.5;0;3.6;19.0;7.0
04/04/2019;108;10.3;0;4.4;18.0;6.0
05/04/2019;107;3.3;9.2;5.5;12.0;7.0
06/04/2019;107;3.3;6;1.9;12.0;7.0
07/04/2019;108;1.8;7;1.35;13.0;8.0
08/04/2019;108;1.7;0.5;0.75;15.0;9.0
09/04/2019;110;5.9;0;2;14.0;8.0
10/04/2019;109;8.2;0;3.35;16.0;7.0
11/04/2019;109;10.2;0;3.65;17.0;7.0
12/04/2019;108;9.6;0;4.85;19.0;6.0
13/04/2019;108;10.6;0;4.95;21.0;6.0
14/04/2019;108;9.9;0;4.9;20.0;9.0
15/04/2019;108;8;0;5.7;25.0;8.0
16/04/2019;108;10.1;0;5.8;22.0;9.0
17/04/2019;106;0;0.5;5;24.0;7.0
18/04/2019;106;3.2;3.3;5.8;16.0;11.0
19/04/2019;106;4;0;1.4;18.0;8.0
20/04/2019;106;0.8;6;0.8;17.0;8.0
21/04/2019;106;0.2;0.3;3.4;15.0;8.0
22/04/2019;107;9.4;5.1;1.9;20.0;9.0
23/04/2019;107;6.9;0.9;5.3;14.0;9.0
24/04/2019;107;4.4;6;3.5;15.0;8.0
25/04/2019;107;3.6;0;2.3;16.0;11.0
26/04/2019;107;11;0;3.45;18.0;8.0
27/04/2019;106;10.3;0;2.85;22.0;7.0
28/04/2019;106;10.4;0;7.7;21.0;12.0
29/04/2019;106;9;0;7.8;23.0;13.0
30/04/2019;105;10.5;0;5.8;25.0;11.0
01/05/2019;104;11.1;0;6.9;27.0;10.0
02/05/2019;104;6.4;0;6.55;24.0;11.0
03/05/2019;103;11.2;0;6.15;25.0;13.0
04/05/2019;104;5.6;0;5.3;24.0;13.0
05/05/2019;103;6.8;0;5.95;23.0;14.0
06/05/2019;102;7.6;0;3.95;24.0;12.0
07/05/2019;102;10;0;7;25.0;10.0
08/05/2019;102;8.6;0;6.75;22.0;12.0
09/05/2019;101;2.3;0;5.2;25.0;15.0
10/05/2019;101;10.5;0;5.75;27.0;13.0
11/05/2019;101;12.4;0;6.4;32.0;12.0
12/05/2019;99;12.5;0;5.9;25.0;13.0
13/05/2019;99;12.5;0;8.7;28.0;13.0
14/05/2019;97;12.6;0;5.65;23.0;13.0
15/05/2019;96;12.3;0;9.35;31.0;12.0
16/05/2019;96;12.1;0;8;25.0;13.0
17/05/2019;95;11.7;0;8.5;27.0;12.0
18/05/2019;94;10.9;0;8.9;20.0;12.0
19/05/2019;94;10.8;0;8.6;25.0;12.0
20/05/2019;94;12.2;0;6.9;24.0;12.0
21/05/2019;93;12.5;0;7.1;25.0;10.0
22/05/2019;94;12;0;7.9;27.0;10.0
23/05/2019;93;10.9;0;8.1;28.0;12.0
24/05/2019;92;9.5;0;9;27.0;14.0
25/05/2019;91;11.9;0;8.3;27.0;15.0
26/05/2019;90;11.5;0;7.9;27.0;13.0
27/05/2019;89;12.8;0;8.6;32.0;13.0
28/05/2019;89;11.8;0;9.9;30.0;17.0
29/05/2019;87;12;0;7.5;28.0;16.0
30/05/2019;85;11.5;0;8.3;32.0;15.0
31/05/2019;85;12.8;0;0;26.0;15.0
01/06/2019;84;11.5;0.0;0;25.0;16.0
02/06/2019;84;11.8;0.0;10.3;28.0;13.0
03/06/2019;84;12.7;0.0;7.7;31.0;13.0
04/06/2019;83;12.7;0.0;9.65;29.0;14.0
05/06/2019;82;12.1;0.0;11.25;23.0;14.0
06/06/2019;80;12.2;0.0;8.85;25.0;11.0
07/06/2019;79;7.4;0.0;-3.35;26.0;10.0
08/06/2019;78;8.8;0.0;17.6;26.0;10.0
09/06/2019;77;9.7;0.0;7.1;25.0;16.0
10/06/2019;78;13;0.0;8.1;26.0;10.0
11/06/2019;;12.8;0.0;8.4;25.0;11.0
12/06/2019;;12.2;0.0;8.75;24.0;12.0
13/06/2019;;7.8;0.0;9.35;26.0;14.0
14/06/2019;;9.4;0.0;5.05;21.0;15.0
15/06/2019;;11.1;0.0;9.65;27.0;11.0
16/06/2019;;5.8;0.0;6.95;26.0;13.0
17/06/2019;73;13;0.0;8.15;27.0;11.0
18/06/2019;73;13;0.0;8.5;29.0;11.0
19/06/2019;72;7.5;0.0;8.1;28.0;12.0
20/06/2019;72;10.7;0.0;7.55;28.0;15.0
21/06/2019;72;13;0.0;7.95;28.0;14.0
22/06/2019;71;12.6;0.0;7.48;28.0;15.0
23/06/2019;70;10.5;0.0;9.12;27.0;16.0
24/06/2019;70;7.7;0.0;7.6;31.0;16.0
25/06/2019;69;9;0.0;7.8;32.0;17.0
26/06/2019;68;10.2;0.0;8.3;30.0;19.0
27/06/2019;67;9.7;0.0;8.3;32.0;18.0
28/06/2019;66;9.4;0.0;7.75;32.0;19.0
29/06/2019;;10.6;0.0;8.85;33.0;19.0
30/06/2019;;11.3;0.0;9.7;34.0;20.0
01/07/2019;;9.5;0;8.5;32.0;18.0
02/07/2019;;11.6;0;9.1;32.0;17.0
03/07/2019;;10.9;0;9.3;30.0;17.0
04/07/2019;;7.2;0;6.45;32.0;16.0
05/07/2019;;9.1;0;8.25;32.0;15.0
06/07/2019;;0.5;0;8.6;32.0;16.0
07/07/2019;;2.8;0;5.7;32.0;18.0
08/07/2019;59;12.4;0;9.1;31.0;17.0
09/07/2019;59;10.4;0;10.1;32.0;15.0
10/07/2019;58;12;0;10.5;32.0;16.0
11/07/2019;57;4.3;0;7.9;32.0;15.0
12/07/2019;57;2.6;0;5.75;34.0;20.0
13/07/2019;56;7.8;0;7.75;32.0;20.0
14/07/2019;55;10.7;0;7.6;32.0;18.0
15/07/2019;55;9.9;0;9.4;33.0;17.0
16/07/2019;53;11.5;0;8.6;32.0;19.0
17/07/2019;53;8.3;0;8.1;32.0;18.0
18/07/2019;52;10.4;0;8.2;32.0;19.0
19/07/2019;51;9.7;0;8.7;32.0;18.0
20/07/2019;51;6.2;0;9.1;36.0;22.0
21/07/2019;49;9.3;0;8.7;36.0;22.0
22/07/2019;49;4.6;0;8.85;33.0;21.0
23/07/2019;48;9.1;0;8.75;35.0;22.0
24/07/2019;48;10.2;0;10.05;34.0;20.0
25/07/2019;48;9.7;0;10.65;35.0;20.0
26/07/2019;47;8.9;0;9.45;29.0;20.0
27/07/2019;46;5.3;0;9.45;26.0;19.0
28/07/2019;46;10.9;0;5.2;31.0;19.0
29/07/2019;44;12;0;8.3;33.0;18.0
30/07/2019;44;11.5;0;8.95;34.0;17.0
31/07/2019;42;9.7;0;8.9;29.0;18.0
01/08/2019;42;10.2;0;8.65;33.0;21.0
02/08/2019;41;11.4;0;8;33.0;18.0
03/08/2019;40;10.6;0;7.7;35.0;18.0
04/08/2019;38;11.1;0;7.3;35.0;19.0
05/08/2019;37;11.1;0;11.8;36.0;19.0
06/08/2019;37;8.2;0;10.7;36.0;18.0
07/08/2019;37;5.5;0;7.5;32.0;17.0
08/08/2019;34;9.8;0;7.7;36.0;17.0
09/08/2019;34;9.5;0;8.5;33.0;17.0
10/08/2019;33;8.4;0;8.15;34.0;17.0
11/08/2019;32;8.2;0;8.75;31.0;18.0
12/08/2019;31;7.2;0;9.2;31.0;16.0
13/08/2019;30;8.6;0;8.35;32.0;19.0
14/08/2019;30;10.5;0;7.2;33.0;21.0
15/08/2019;28;10.7;0;8.25;36.0;20.0
16/08/2019;28;10.8;0;9.2;35.0;19.0
17/08/2019;27;11;0;9.35;36.0;20.0
18/08/2019;26;11;0;9.75;35.0;17.0
19/08/2019;26;11;0;7.25;34.0;17.0
20/08/2019;25;11.1;0;8.05;33.0;18.0
21/08/2019;23;10.5;0;9.05;29.0;23.0
22/08/2019;23;10.6;0;8.2;28.0;22.0
23/08/2019;22;10.9;0;9.25;29.0;21.0
24/08/2019;21;10.9;0;9.5;29.0;20.0
25/08/2019;20;10.5;0;7;28.0;21.0
26/08/2019;25;5.9;10.5;8.15;28.0;22.0
27/08/2019;25;9.6;0;25.25;28.0;19.0
28/08/2019;21;10.6;0;5.8;31.0;17.0
29/08/2019;21;8.6;0;8.4;31.0;18.0
30/08/2019;20;10.2;0;7.9;32.0;18.0
31/08/2019;17;9.9;0;7.3;33.0;20.0
01/09/2019;20;9.5;0;37.35;35.0;19.0
02/09/2019;17;10.1;0;8;35.0;18.0
03/09/2019;17;10.1;0;8.55;31.0;18.0
04/09/2019;17;4.8;0;8.1;32.0;20.0
05/09/2019;17;8.8;0;4.7;32.0;19.0
06/09/2019;17;8.1;0;7.2;28.0;20.0
07/09/2019;16;8.9;1.7;7.1;28.0;21.0
08/09/2019;15;4.6;4.1;6.8;26.0;19.0
09/09/2019;16;9.3;0;3.75;28.0;17.0
10/09/2019;17;9.5;0;6.75;28.0;13.0
11/09/2019;14;7.9;0;7.4;24.0;13.0
12/09/2019;14;3.4;0;6.15;24.0;15.0
13/09/2019;13;4.3;28.5;3.95;25.0;17.0
14/09/2019;30;2;25.5;;25.0;15.0
15/09/2019;32;4.6;8;3.35;26.0;15.0
16/09/2019;30;8.5;0;2.5;26.0;16.0
17/09/2019;25;4.1;1.3;3.6;28.0;15.0
18/09/2019;24;7.5;0;3.65;26.0;16.0
19/09/2019;21;8.3;0;4.95;28.0;15.0
20/09/2019;20;0.2;0;5.3;24.0;16.0
21/09/2019;20;1;0;2.9;24.0;18.0
22/09/2019;20;4.1;0;3.3;24.0;16.0
23/09/2019;18;7;0;3.1;26.0;12.0
24/09/2019;18;9.4;0;4.3;29.0;12.0
25/09/2019;17;9.3;0;5.2;28.0;12.0
26/09/2019;16;9.2;0;5.35;30.0;12.0
27/09/2019;16;8.4;0;4.85;31.0;13.0
28/09/2019;15;8.7;0;5.4;31.0;13.0
29/09/2019;13;8.6;0;5.4;31.0;15.0
30/09/2019;12;7.7;0;5;31.0;15.0
01/10/2019;12;9.1;;4.6;28.0;14.0
02/10/2019;11;9;;6.55;25.0;13.0
03/10/2019;10;8;;6.1;26.0;11.0
04/10/2019;9;9.2;;4.5;30.0;11.0
05/10/2019;8;6.8;;5.6;27.0;12.0
06/10/2019;7;8.9;;3.2;28.0;12.0
07/10/2019;7;9.1;;5.2;31.0;12.0
08/10/2019;5;9.3;;4.75;27.0;16.0
09/10/2019;5;8.9;;5.55;28.0;14.0
10/10/2019;4;9;;4.7;31.0;14.0
11/10/2019;3;3.5;;4.2;24.0;15.0
12/10/2019;3;6.8;;4.4;25.0;18.0
13/10/2019;3;7.6;;4.5;27.0;15.0
14/10/2019;3;6.3;0.2;5.75;21.0;16.0
15/10/2019;3;7.4;;3.15;18.0;9.0
16/10/2019;2;8.9;;3.2;23.0;5.0
17/10/2019;0;9;;3.5;23.0;7.0
18/10/2019;0;8.3;;3.4;23.0;8.0
19/10/2019;0;5.4;8.9;2.8;22.0;10.0
20/10/2019;0;8.9;;3.3;16.0;12.0
21/10/2019;6;8.3;;3;19.0;6.0
22/10/2019;6;4.9;;2.65;17.0;7.0
23/10/2019;6;2.5;3.7;2.55;16.0;9.0
24/10/2019;6;8.5;;2;17.0;9.0
25/10/2019;8;8.6;;2.05;24.0;7.0
26/10/2019;9;9.3;;4;26.0;7.0
27/10/2019;9;8.2;;3.95;23.0;8.0
28/10/2019;9;6.1;;3.4;24.0;11.0
29/10/2019;8;5.3;;2;24.0;10.0
30/10/2019;6;5.8;;2.8;23.0;10.0
31/10/2019;4;2.8;;2.6;22.0;13.0
01/11/2019;4;0.7;1.9;2;22.0;15.0
02/11/2019;3;3.7;7;1.65;20.0;17.0
03/11/2019;15;4.8;4;2.55;18.0;16.0
04/11/2019;15;1;;1.9;18.0;15.0
05/11/2019;18;6.1;;-0.2;19.0;14.0
06/11/2019;18;7.3;;3.2;17.0;15.0
07/11/2019;16;2.3;2.9;2.95;16.0;8.0
08/11/2019;;8;;0.85;13.0;8.0
09/11/2019;;7.8;0.4;2.6;14.0;0.0
10/11/2019;;2.8;;1.1;14.0;8.0
11/11/2019;15;0;;2.9;12.0;9.0
12/11/2019;18;2.9;0.3;0.55;13.0;9.0
13/11/2019;19;2;0.3;1.15;16.0;9.0
14/11/2019;25;1;3.2;0.2;12.0;10.0
15/11/2019;25;3.6;;0.4;8.0;6.0
16/11/2019;21;7.6;;1.1;10.0;1.0
17/11/2019;20;0.7;7.1;1.4;12.0;0.0
18/11/2019;23;5.8;;-0.8;11.0;3.0
19/11/2019;23;2.8;;0.85;13.0;2.0
20/11/2019;27;0;5.5;1.05;11.0;2.0
21/11/2019;32;0;20;-0.2;14.0;3.0
22/11/2019;37;0;14;0.65;16.0;9.0
23/11/2019;37;7.1;;0.55;13.0;10.0
24/11/2019;29;7.4;0.2;2.45;12.0;4.0
25/11/2019;29;0;0.6;0.6;15.0;7.0
26/11/2019;30;2.1;0.3;-0.15;16.0;9.0
27/11/2019;29;3.1;;0.9;16.0;10.0
28/11/2019;28;3.3;;1.5;17.0;8.0
29/11/2019;26;6.5;;0.7;16.0;9.0
30/11/2019;25;7;0.5;0.9;16.0;5.0
01/12/2019;25;3.1;6.1;1.45;13.0;8.0
02/12/2019;32;0.6;1.6;1.55;13.0;9.0
03/12/2019;33;2.5;0.2;-0.3;13.0;7.0
04/12/2019;33;4.9;;0.5;12.0;7.0
05/12/2019;29;4;;0.55;15.0;4.0
06/12/2019;28;6.5;;0.2;16.0;5.0
07/12/2019;27;6.7;;0.75;17.0;4.0
08/12/2019;26;6.2;0.4;0.95;16.0;2.0
09/12/2019;25;1.8;;-1.05;15.0;2.0
10/12/2019;25;5;;1.7;16.0;3.0
11/12/2019;25;3.7;;1.5;15.0;2.0
12/12/2019;24;4;;1;15.0;1.0
13/12/2019;24;0.2;;1.3;14.0;3.0
14/12/2019;25;0.5;;0.9;13.0;11.0
15/12/2019;25;4.1;1.5;1.6;14.0;3.0
16/12/2019;25;4.4;;0.8;15.0;7.0
17/12/2019;27;2.6;;1.55;11.0;8.0
18/12/2019;27;1.9;0.2;0.35;13.0;1.0
19/12/2019;27;0;14.6;0.7;17.0;6.0
20/12/2019;39;0;20.4;-0.6;16.0;14.0
21/12/2019;39;0;0.6;0;16.0;14.0
22/12/2019;35;6.6;;21.2;16.0;9.0
23/12/2019;33;3.9;;1.1;19.0;8.0
24/12/2019;32;6.1;;0.35;19.0;4.0
25/12/2019;32;7;;1.75;23.0;4.0
26/12/2019;32;0;;0.8;19.0;5.0
27/12/2019;32;5.5;;0.65;16.0;7.0
28/12/2019;31;7.9;;1.05;16.0;4.0
29/12/2019;31;8;;1.1;13.0;5.0
30/12/2019;30;7.9;;1.4;13.0;8.0
31/12/2019;29;6.4;;1.8;13.0;3.0
01/01/2020;28;6.3;;0.95;17.0;4.0
02/01/2020;28;5.5;;1.7;14.0;4.0
03/01/2020;28;0.1;;0.8;12.0;3.0
04/01/2020;28;0.5;;0.7;13.0;6.0
05/01/2020;28;7.9;;0.8;14.0;6.0
06/01/2020;28;6.8;;1.25;15.0;2.0
07/01/2020;28;7.3;;0.85;17.0;0.0
08/01/2020;28;7.6;;0.85;18.0;0.0
09/01/2020;28;5;;1.4;15.0;0.0
10/01/2020;28;4;;0.1;12.0;3.0
11/01/2020;28;7.7;;0.85;15.0;-1.0
12/01/2020;28;7;;0.7;13.0;0.0
13/01/2020;28;5.2;;0.7;15.0;0.0
14/01/2020;28;2;;0.9;13.0;-1.0
15/01/2020;28;6.7;;0.75;14.0;0.0
16/01/2020;28;6.8;;1.35;17.0;0.0
17/01/2020;27;0.9;;0.7;14.0;1.0
18/01/2020;33;0;7.6;0.9;12.0;2.0
19/01/2020;35;3;;-0.5;10.0;7.0
20/01/2020;32;0.9;;0.6;10.0;3.0
21/01/2020;31;0;3.2;0.8;10.0;3.0
22/01/2020;33;0.5;1.9;3;11.0;4.0
23/01/2020;41;1;34.7;-1.5;10.0;7.0
24/01/2020;40;1.1;13.8;1.25;12.0;7.0
25/01/2020;40;0.4;1.6;0.75;11.0;7.0
26/01/2020;39;6.8;;0.3;12.0;7.0
27/01/2020;39;5.9;;1.15;13.0;0.0
28/01/2020;39;0.9;0.4;1.55;13.0;1.0
29/01/2020;38;3.7;;0.7;17.0;5.0
30/01/2020;37;5.2;;1.3;16.0;5.0
31/01/2020;37;3.6;;1.1;17.0;6.0
01/02/2020;39;2.4;0.0;1.2;17.0;7.0
02/02/2020;37;7.7;0.0;0.9;18.0;5.0
03/02/2020;37;8.1;0.0;2.1;20.0;5.0
04/02/2020;37;8;0.0;1.5;24.0;6.0
05/02/2020;36;6.2;0.0;2.6;23.0;4.0
06/02/2020;35;6.8;0.0;1.8;20.0;5.0
07/02/2020;35;4.4;0.0;1.8;16.0;7.0
08/02/2020;35;0.6;0.0;1.9;17.0;8.0
09/02/2020;36;7.2;0.0;1.4;18.0;7.0
10/02/2020;36;7.9;0.0;1.4;20.0;5.0
11/02/2020;36;7.7;0.0;1.9;17.0;5.0
12/02/2020;36;5.7;0.0;2.1;19.0;6.0
13/02/2020;36;1.8;0.0;2.1;16.0;9.0
14/02/2020;36;7.4;0.0;1.6;19.0;4.0
15/02/2020;35;8.2;0.0;2;21.0;5.0
16/02/2020;35;8.2;0.0;2.1;22.0;5.0
17/02/2020;35;7.6;0.0;2.5;18.0;4.0
18/02/2020;35;6;0.0;1;16.0;7.0
19/02/2020;34;4.5;0.0;3.2;17.0;8.0
20/02/2020;33;8.3;0.0;2.3;16.0;7.0
21/02/2020;32;7.6;0.0;2.5;18.0;9.0
22/02/2020;32;8.7;0.0;1.9;19.0;7.0
23/02/2020;32;9.2;0.0;3.7;20.0;8.0
24/02/2020;32;9.3;0.0;2.75;20.0;4.0
25/02/2020;32;6.7;0.0;3.25;23.0;4.0
26/02/2020;32;8.3;0.0;3.4;20.0;3.0
27/02/2020;32;8.7;0.0;2.8;17.0;4.0
28/02/2020;30;7.3;0.0;3.35;20.0;3.0
29/02/2020;30;6.4;0.0;4;15.0;4.0
01/03/2020;30;3.7;2.7;1.1;17.0;6.0
02/03/2020;32;5.7;0;3.5;17.0;11.0
03/03/2020;32;6.3;0;4.4;16.0;5.0
04/03/2020;32;7.9;;2.85;18.0;5.0
05/03/2020;30;3.3;;3.5;16.0;5.0
06/03/2020;30;7.1;;1.85;15.0;6.0
07/03/2020;29;8.4;;3.9;17.0;2.0
08/03/2020;28;8.3;;3.5;22.0;1.0
09/03/2020;27;9.2;;3.3;19.0;4.0
10/03/2020;27;9.1;;0;23.0;7.0
11/03/2020;27;7.7;;4.6;27.0;7.0
12/03/2020;27;8.4;;5.6;27.0;13.0
13/03/2020;27;7.7;;5;21.0;8.0
14/03/2020;27;8.2;;3.7;23.0;8.0
15/03/2020;26;2.4;;3.15;18.0;12.0
16/03/2020;26;6.7;1.3;3.3;12.0;8.0
17/03/2020;26;1.5;;3.35;15.0;7.0
18/03/2020;26;5.1;;1.6;19.0;7.0
19/03/2020;26;0;;4;16.0;12.0
20/03/2020;25;1.2;17.8;2.8;17.0;11.0
21/03/2020;31;1.8;5.7;3.5;13.0;8.0
22/03/2020;33;1.5;1.5;0.8;12.0;9.0
23/03/2020;33;3.9;6.2;1.3;14.0;5.0
24/03/2020;33;1.8;0.5;1.1;16.0;7.0
25/03/2020;33;2.9;1.3;1.4;13.0;10.0
26/03/2020;33;6.8;;1.2;18.0;9.0
27/03/2020;33;8.8;;3.65;16.0;8.0
28/03/2020;33;7.9;;4.05;15.0;7.0
29/03/2020;28;5.7;;3.4;18.0;8.0
30/03/2020;27;1.3;14.1;3.6;17.0;10.0
31/03/2020;27;2.6;3.8;1.1;16.0;10.0
01/04/2020;33;7.7;6.4;1.65;16.0;11.0
02/04/2020;33;3.7;;3.35;12.0;7.0
03/04/2020;32;9.8;0.3;2.3;18.0;6.0
04/04/2020;32;1.3;;4.1;16.0;8.0
05/04/2020;29;9.1;;2.4;18.0;12.0
06/04/2020;29;4.8;;4.6;19.0;10.0
07/04/2020;28;9.5;;2.9;19.0;12.0
08/04/2020;28;4.7;;4.15;17.0;8.0
09/04/2020;28;0;0.4;5.2;16.0;13.0
10/04/2020;28;1.5;0.1;1.35;19.0;10.0
11/04/2020;28;6.6;;2.85;19.0;10.0
12/04/2020;28;3.5;;4.1;17.0;13.0
13/04/2020;28;4.4;6.7;2.8;19.0;13.0
14/04/2020;28;7.2;14.5;1.95;19.0;10.0
15/04/2020;32;4.6;10.8;3.7;17.0;11.0
16/04/2020;32;8.8;;7.7;18.0;11.0
17/04/2020;32;5.5;;-0.15;20.0;12.0
18/04/2020;32;5.5;0.5;-6.75;21.0;12.0
19/04/2020;32;8.1;;13.6;20.0;12.0
20/04/2020;32;5.7;6.9;5.9;17.0;11.0
21/04/2020;34;3.1;3.8;2.7;16.0;9.0
22/04/2020;34;9.6;;1.8;18.0;9.0
23/04/2020;32;8.5;;4.1;20.0;10.0
24/04/2020;31;4.9;17.7;20.8;19.0;12.0
25/04/2020;29;0;0.1;-12.35;17.0;13.0
26/04/2020;29;0;;0.85;15.0;12.0
27/04/2020;29;0.6;3.7;37.5;16.0;11.0
28/04/2020;30;5.9;;-2.25;18.0;9.0
29/04/2020;29;9.8;;3.25;20.0;8.0
30/04/2020;29;4.7;;5.2;19.0;10.0
01/05/2020;28;9.1;;3.1;24.0;11.0
02/05/2020;28;11;;6.2;28.0;13.0
03/05/2020;27;9;;4.85;30.0;13.0
04/05/2020;27;8.9;;8.65;29.0;11.0
05/05/2020;27;10.1;;7.3;25.0;13.0
06/05/2020;25;9.8;;7.65;27.0;12.0
07/05/2020;24;5.7;;5.3;23.0;17.0
08/05/2020;24;10;;5.85;24.0;17.0
09/05/2020;24;5;2.3;5.85;26.0;15.0
10/05/2020;24;5.1;2.7;6.05;18.0;12.0
11/05/2020;24;7.3;14.3;4.05;20.0;12.0
12/05/2020;27;1.6;1.6;4.25;16.0;11.0
13/05/2020;27;6.6;3.3;1.35;20.0;9.0
14/05/2020;26;4.3;0.5;4;17.0;10.0
15/05/2020;24;5.9;1.5;2.9;20.0;8.0
16/05/2020;22;2.2;;3.2;20.0;12.0
17/05/2020;21;9.1;;2.7;23.0;12.0
18/05/2020;20;11.5;;4.55;26.0;11.0
19/05/2020;20;11.3;;6.12;29.0;13.0
20/05/2020;19;11.6;;6.43;31.0;15.0
21/05/2020;18;11.1;;7.3;32.0;16.0
22/05/2020;16;11.3;;7.25;32.0;16.0
23/05/2020;15;11.3;;8.9;32.0;17.0
24/05/2020;14;11.1;;9;27.0;19.0
