FECHA;cm_nivel;horas_sol;lluvia;evaporacion;max_temp;min_temp
11/07/2017;-17;11.5;;11.1;35.0;17.0
12/07/2017;-17;6.1;;9.3;42.0;18.0
13/07/2017;-18;8.6;;9.95;40.0;22.0
14/07/2017;-18;10.6;;13.8;39.0;20.0
15/07/2017;-18;6.7;;10.3;35.0;21.0
16/07/2017;-18;9;;9.8;36.0;20.0
17/07/2017;-18;1;;10.9;33.0;21.0
18/07/2017;-20;1.6;;9.6;35.0;22.0
19/07/2017;-20;12.4;;10.05;34.0;21.0
20/07/2017;-20;12.6;;9.85;32.0;20.0
21/07/2017;-20;12.2;;8.9;28.0;16.0
22/07/2017;-20;10.3;;8.2;33.0;14.0
23/07/2017;-20;12.3;;8.65;35.0;17.0
24/07/2017;-20;11.8;;9.7;35.0;17.0
25/07/2017;-20;10.7;;10.25;37.0;19.0
26/07/2017;-20;7.4;;9;34.0;20.0
27/07/2017;-20;11;;7.85;37.0;20.0
28/07/2017;-20;11.2;;10.05;35.0;19.0
29/07/2017;-21;12;;8.6;37.0;17.0
30/07/2017;-21;11.3;;9.4;39.0;18.0
31/07/2017;-21;11.3;;10.65;35.0;18.0
01/08/2017;-21;4.2;;10.1;35.0;18.0
02/08/2017;-21;12.1;;7.8;35.0;16.0
03/08/2017;-21;12;;9;38.0;17.0
04/08/2017;-21;11.5;;9.9;41.0;19.0
05/08/2017;-21;10.8;;10.1;39.0;22.0
06/08/2017;-21;8.6;;10.9;40.0;20.0
07/08/2017;-21;6.4;;9.75;36.0;23.0
08/08/2017;-21;9.8;;9.35;34.0;21.0
09/08/2017;-21;11.5;;11.9;32.0;17.0
10/08/2017;-23;10.7;;9.85;29.0;15.0
11/08/2017;-24;10.2;;6.4;29.0;20.0
12/08/2017;-24;11.1;;9.15;28.0;21.0
13/08/2017;-24;9.9;;9.7;28.0;20.0
14/08/2017;-24;8;;8.5;28.0;21.0
15/08/2017;-24;8.4;;8.35;35.0;20.0
16/08/2017;-24;9.8;;7;37.0;19.0
17/08/2017;-26;10.5;;10.3;35.0;19.0
18/08/2017;-26;10.6;;7.9;35.0;21.0
19/08/2017;-26;10.2;;8.9;36.0;20.0
20/08/2017;-26;9.9;;10.21;31.0;20.0
21/08/2017;-27;10.7;;8.29;31.0;23.0
22/08/2017;-27;10.5;;8.2;32.0;20.0
23/08/2017;-27;11;;9.05;34.0;17.0
24/08/2017;-27;9.6;;10.05;35.0;17.0
25/08/2017;-27;4.3;;11.1;33.0;18.0
26/08/2017;-27;4;;7.6;32.0;23.0
27/08/2017;-27;1.8;26.6;8.25;28.0;14.0
28/08/2017;-27;0;35;4.45;19.0;17.0
29/08/2017;17;3.9;21.6;9.05;24.0;17.0
30/08/2017;23;5.8;;12.55;26.0;17.0
31/08/2017;27;9.2;;4.4;28.0;17.0
01/09/2017;25;10;;6.2;30.0;17.0
02/09/2017;25;9.5;;5.8;27.0;18.0
03/09/2017;25;8.8;;7.6;31.0;20.0
04/09/2017;25;10.2;;5.8;31.0;18.0
05/09/2017;25;10.1;;7.55;32.0;18.0
06/09/2017;;10.2;;7.45;32.0;18.0
07/09/2017;;9.2;;7.4;31.0;19.0
08/09/2017;;9.6;;6.45;32.0;18.0
09/09/2017;19;4.9;;5.55;32.0;17.0
10/09/2017;19;10.2;;6.8;25.0;14.0
11/09/2017;19;10.4;;4.9;30.0;13.0
12/09/2017;18;10.2;;6.5;32.0;17.0
13/09/2017;15;10;;6.85;30.0;16.0
14/09/2017;15;8.5;;12.55;30.0;15.0
15/09/2017;15;9.3;;7.8;31.0;14.0
16/09/2017;15;9.8;;7.35;24.0;12.0
17/09/2017;13;9.5;;5.5;25.0;11.0
18/09/2017;13;9.5;;5.45;27.0;10.0
19/09/2017;11;8.5;;6.5;27.0;11.0
20/09/2017;11;9.1;;5.5;29.0;10.0
21/09/2017;7;8.2;;6.65;27.0;10.0
22/09/2017;5;9;;6;26.0;11.0
23/09/2017;5;7.6;;5.55;27.0;18.0
24/09/2017;5;9;;5.35;27.0;17.0
25/09/2017;5;9;;5.7;30.0;16.0
26/09/2017;4;8.8;;6.05;29.0;12.0
27/09/2017;2;0;;4.95;27.0;13.0
28/09/2017;0;3;;2.6;25.0;15.0
29/09/2017;0;8;;4.4;25.0;17.0
30/09/2017;-2;7.8;;4.85;29.0;15.0
01/10/2017;-4;6.9;;4.2;29.0;16.0
02/10/2017;-4;8.9;;4.75;27.0;18.0
03/10/2017;-4;9.1;;5.1;27.0;18.0
04/10/2017;-5;8.1;;5.7;23.0;18.0
05/10/2017;-5;9.3;;5;26.0;17.0
06/10/2017;-5;9.1;;5;32.0;13.0
07/10/2017;-7;9;;4.8;26.0;15.0
08/10/2017;-7;8.9;;5;28.0;18.0
09/10/2017;-7;8.5;;4.75;30.0;14.0
10/10/2017;-7;8.7;;4.8;28.0;13.0
11/10/2017;-9;8.2;;5.6;28.0;13.0
12/10/2017;-9;4;;6.25;29.0;12.0
13/10/2017;-9;6;;7.55;31.0;19.0
14/10/2017;-9;3.8;;6.65;29.0;15.0
15/10/2017;-9;8.6;;5.55;29.0;16.0
16/10/2017;-12;8.5;;5.9;28.0;16.0
17/10/2017;-12;1.1;18.1;2.15;23.0;14.0
18/10/2017;-8;0;16.9;6.05;17.0;15.0
19/10/2017;22;3.7;;1.2;21.0;14.0
20/10/2017;20;6.2;;0.4;20.0;15.0
21/10/2017;16;7.2;;1.9;23.0;14.0
22/10/2017;12;8.4;;3.45;24.0;13.0
23/10/2017;10;8.7;;3;22.0;13.0
24/10/2017;10;9.2;;3;21.0;16.0
25/10/2017;10;9.7;;3.95;24.0;15.0
26/10/2017;8;9.4;;4.2;25.0;14.0
27/10/2017;6;8.5;;2.2;26.0;13.0
28/10/2017;4;8;;3.2;27.0;12.0
29/10/2017;1;7.9;;4;24.0;9.0
30/10/2017;3;7.5;;2.45;24.0;9.0
31/10/2017;1;8;;2.55;24.0;10.0
01/11/2017;0;8;;2.85;20.0;10.0
02/11/2017;-1;1.4;;3.5;20.0;16.0
03/11/2017;-3;0;24;0.85;20.0;10.0
04/11/2017;18;3.2;5.3;3.5;17.0;12.0
05/11/2017;19;3.8;;1.1;20.0;13.0
06/11/2017;18;7.6;;1.3;20.0;12.0
07/11/2017;18;7.1;;1.8;18.0;13.0
08/11/2017;18;7;;1.9;19.0;3.0
09/11/2017;18;8.9;;1.6;18.0;7.0
10/11/2017;18;7.9;;2.3;15.0;6.0
11/11/2017;20;6.7;;2.15;18.0;3.0
12/11/2017;20;6.1;;1.7;19.0;3.0
13/11/2017;20;7.5;;2.7;14.0;3.0
14/11/2017;20;7.9;;0.9;16.0;3.0
15/11/2017;20;7.5;;1.25;17.0;3.0
16/11/2017;18;7.4;;1.2;20.0;4.0
17/11/2017;16;6.8;;1.3;20.0;4.0
18/11/2017;14;6.8;;1.3;19.0;4.0
19/11/2017;14;7.1;;1.6;19.0;5.0
20/11/2017;12;6.7;;1.6;20.0;4.0
21/11/2017;10;7.9;;1.5;23.0;4.0
22/11/2017;10;7.4;;1.5;21.0;1.0
23/11/2017;10;5.6;;1.5;24.0;2.0
24/11/2017;10;6.3;;0.55;24.0;7.0
25/11/2017;12;0;;2.65;20.0;5.0
26/11/2017;12;5;;1.05;20.0;6.0
27/11/2017;12;0;;1.35;21.0;7.0
28/11/2017;12;0;54.5;1.65;16.0;8.0
29/11/2017;33;0.1;12.8;2.35;16.0;10.0
30/11/2017;33;6;;0.5;10.0;6.0
01/12/2017;33;8.1;;1.45;9.0;0.0
02/12/2017;33;9;;0.65;9.0;1.0
03/12/2017;33;8.1;;1.2;9.0;1.0
04/12/2017;33;7.2;;1.25;12.0;-1.0
05/12/2017;33;8.6;;0.6;13.0;0.0
06/12/2017;33;8.3;;1.05;13.0;3.0
07/12/2017;33;6.5;;1.25;15.0;1.0
08/12/2017;33;7.4;;0.85;14.0;0.0
09/12/2017;33;0;;1.45;13.0;4.0
10/12/2017;33;1.7;;0.1;14.0;11.0
11/12/2017;39;1.5;19.2;3.55;10.0;5.0
12/12/2017;37;7.7;;1.55;10.0;5.0
13/12/2017;37;7.6;;0.1;13.0;0.0
14/12/2017;37;3;;0.65;13.0;1.0
15/12/2017;37;0.9;3.5;0.6;15.0;1.0
16/12/2017;35;8;;0.6;13.0;6.0
17/12/2017;36;7.7;;1.8;12.0;0.0
18/12/2017;36;7.8;;2.1;13.0;1.0
19/12/2017;35;6.8;;0.6;13.0;0.0
20/12/2017;35;6.3;;0.45;12.0;0.0
21/12/2017;36;7.7;;0.7;14.0;0.0
22/12/2017;36;6.2;;0.85;15.0;1.0
23/12/2017;35;6.6;;1.9;14.0;1.0
24/12/2017;35;7.8;;0.1;14.0;4.0
25/12/2017;34.5;0.5;6.7;1.3;12.0;4.0
26/12/2017;34.5;0.9;6.4;0.25;12.0;7.0
27/12/2017;39;0.9;1.2;0.95;13.0;8.0
28/12/2017;37;0;0.5;0.2;14.0;9.0
29/12/2017;37;0;;0.65;13.0;12.0
30/12/2017;36;6.3;;0.3;17.0;5.0
31/12/2017;37;0;;0.95;13.0;6.0
01/01/2018;37;6.7;;0.9;13.0;4.0
02/01/2018;35;6.4;;0.5;12.0;2.0
03/01/2018;35;2.8;;0.8;13.0;6.0
04/01/2018;35;0;;1.5;11.0;6.0
05/01/2018;35;1.5;24.8;0.15;14.0;7.0
06/01/2018;40;2.1;;-2.75;8.0;5.0
07/01/2018;41;0;;0.45;5.0;0.0
08/01/2018;42;0.1;8.4;-0.45;7.0;1.0
09/01/2018;42;0;2.7;1.15;10.0;0.0
10/01/2018;42;0.3;;-0.2;13.0;1.0
11/01/2018;42;5.2;;0.85;11.0;5.0
12/01/2018;42;5.8;;0.85;13.0;2.0
13/01/2018;42;0.1;1.4;1.25;9.0;2.0
14/01/2018;42;0.4;8.7;-0.2;8.0;2.0
15/01/2018;42;5.1;;0.1;12.0;1.0
16/01/2018;43;7.4;;1.1;13.0;2.0
17/01/2018;43;7;;1.3;15.0;0.0
18/01/2018;43;1.4;;0.75;13.0;1.0
19/01/2018;43;4.2;;0.15;15.0;5.0
20/01/2018;43;5.5;;1;15.0;2.0
21/01/2018;43;6.6;;1.45;14.0;3.0
22/01/2018;43;6.2;;0.75;16.0;3.0
23/01/2018;43;5.3;;1.4;20.0;3.0
24/01/2018;43;6.5;;1.2;18.0;4.0
25/01/2018;43;2.8;;-0.8;18.0;3.0
26/01/2018;43;5.6;;3.65;7.0;3.0
27/01/2018;42;7.2;;1.35;9.0;3.0
28/01/2018;42;3.9;;1.9;12.0;2.0
29/01/2018;42;2.2;;0.55;13.0;5.0
30/01/2018;42;0;;1.45;13.0;4.0
31/01/2018;42;0;;1.4;17.0;3.0
01/02/2018;42;1.9;;1.25;13.0;4.0
02/02/2018;42;8.4;;2.7;9.0;4.0
03/02/2018;42;7.5;;2.3;10.0;-2.0
04/02/2018;42;0.1;3;1.35;7.0;1.0
05/02/2018;42;1.7;0.4;0.15;7.0;0.0
06/02/2018;41;0.9;;0.95;8.0;0.0
07/02/2018;41;0.8;;0.9;8.0;0.0
08/02/2018;41;6.7;;0.65;7.0;-1.0
09/02/2018;41;7.1;;1.85;10.0;-3.0
10/02/2018;41;6.7;;2.4;12.0;-3.0
11/02/2018;41;7.4;;1.2;12.0;-1.0
12/02/2018;41;1.9;;1.3;14.0;-2.0
13/02/2018;41;7.7;;1.75;15.0;-1.0
14/02/2018;40;6.7;;1.45;16.0;0.0
15/02/2018;40;7.3;;2.1;17.0;-1.0
16/02/2018;40;7.7;;2.5;20.0;0.0
17/02/2018;40;7.3;;2.2;15.0;1.0
18/02/2018;40;4.7;;1.75;16.0;5.0
19/02/2018;40;4.6;;1.85;17.0;5.0
20/02/2018;40;8.5;;1.6;17.0;5.0
21/02/2018;40;9.5;;1.9;15.0;2.0
22/02/2018;39;9.1;;3.7;13.0;2.0
23/02/2018;39;8.5;;3.3;16.0;-2.0
24/02/2018;39;4.8;0.3;2;16.0;0.0
25/02/2018;39;1.4;;1.3;13.0;-2.0
26/02/2018;39;5.6;4.5;0.9;18.0;1.0
27/02/2018;39;1.5;2;2.45;14.0;0.0
28/02/2018;39;0;24.5;23.35;12.0;8.0
01/03/2018;47;2;28;-22.55;15.0;10.0
02/03/2018;47;0;22;0.75;13.0;10.0
03/03/2018;47;0.3;16.7;-0.15;13.0;10.0
04/03/2018;51;5.2;15.4;1.75;14.0;10.0
05/03/2018;57;4.4;6.2;1.55;13.0;9.0
06/03/2018;57;1.2;8;0.6;12.0;8.0
07/03/2018;59;5.1;15;0.55;12.0;5.0
08/03/2018;61;0.9;6.7;2.15;16.0;6.0
09/03/2018;61;2.7;0.7;3;16.0;8.0
10/03/2018;63;2.4;14;0;16.0;8.0
11/03/2018;67;3.8;5.7;0.9;13.0;8.0
12/03/2018;67;6.7;10;2.6;15.0;9.0
13/03/2018;67;3;0.2;1.9;16.0;11.0
14/03/2018;67;1.9;5.8;1.3;16.0;10.0
15/03/2018;67;3.6;0.7;2.5;14.0;8.0
16/03/2018;67;6.7;;1.9;12.0;7.0
17/03/2018;68;0.4;26;2.35;13.0;6.0
18/03/2018;70;0.9;0.5;0.4;12.0;8.0
19/03/2018;72;2.4;9.8;1.5;13.0;8.0
20/03/2018;72;7;1;1.65;10.0;4.0
21/03/2018;72;9;;2.8;11.0;3.0
22/03/2018;73;9.7;;2.1;12.0;3.0
23/03/2018;73;2.6;6.8;4.45;12.0;6.0
24/03/2018;74;8.2;12.1;1.95;12.0;7.0
25/03/2018;73;1.7;3;4.55;11.0;6.0
26/03/2018;74;9.6;;0.95;16.0;3.0
27/03/2018;74;9.7;;3.2;18.0;5.0
28/03/2018;74;9.5;;4.2;21.0;6.0
29/03/2018;74;6.9;;4.8;16.0;7.0
30/03/2018;74;2.6;2.9;3.75;12.0;8.0
31/03/2018;74;8.9;;2.25;14.0;7.0
01/04/2018;74;8.5;;3.45;17.0;5.0
02/04/2018;74;8.4;;6.35;20.0;5.0
03/04/2018;74;7.4;;3.7;20.0;11.0
04/04/2018;74;7.1;;4.6;17.0;10.0
05/04/2018;74;8.2;;3.65;20.0;7.0
06/04/2018;74;7.1;1.8;6.7;20.0;13.0
07/04/2018;72;3.1;0.9;4.55;14.0;9.0
08/04/2018;72;7.6;3.4;2;15.0;8.0
09/04/2018;72;10;;3.85;12.0;6.0
10/04/2018;72;0;19.5;3.8;12.0;7.0
11/04/2018;72;8.4;;0.3;12.0;7.0
12/04/2018;72;0.2;13.6;3.65;12.0;8.0
13/04/2018;72;0;4.7;0.6;10.0;6.0
14/04/2018;74;9.2;;0.3;17.0;4.0
15/04/2018;74;8.2;1;4.3;15.0;6.0
16/04/2018;76;7.6;;3.3;17.0;6.0
17/04/2018;76;9.7;;3.7;19.0;8.0
18/04/2018;76;10.6;;5.7;21.0;8.0
19/04/2018;74;10.8;;6.2;20.0;10.0
20/04/2018;73;8.9;;7.05;16.0;11.0
21/04/2018;75;0;;4.85;20.0;13.0
22/04/2018;75;8.3;4;2.1;24.0;11.0
23/04/2018;73;2.1;0.9;4.65;26.0;14.0
24/04/2018;;5;;2.65;24.0;15.0
25/04/2018;;0.1;;4.8;22.0;14.0
26/04/2018;;1.3;;1;24.0;12.0
27/04/2018;;2.2;;2.1;23.0;13.0
28/04/2018;;6.3;1.4;5.6;17.0;10.0
29/04/2018;;7;0.1;7.15;15.0;8.0
30/04/2018;;3.5;;4.35;14.0;8.0
01/05/2018;;1.8;;3.65;16.0;8.0
02/05/2018;;3.2;;0.2;18.0;8.0
03/05/2018;;7.5;;3.7;20.0;5.0
04/05/2018;69;2.2;;4.85;20.0;6.0
05/05/2018;;5.4;;5.7;23.0;6.0
06/05/2018;;7.6;;5.5;21.0;13.0
07/05/2018;68;5.2;;5.7;20.0;10.0
08/05/2018;;4.4;;4.8;23.0;8.0
09/05/2018;;0;;6.1;22.0;12.0
10/05/2018;;2.4;;4.4;21.0;11.0
11/05/2018;66;4.3;;2.35;24.0;10.0
12/05/2018;;2.8;;3.75;20.0;11.0
13/05/2018;;5.8;;5.45;23.0;8.0
14/05/2018;65;11.9;;5.7;25.0;8.0
15/05/2018;;4.8;;5.85;24.0;9.0
16/05/2018;;10;;7.1;23.0;7.0
17/05/2018;64;7.8;;7.6;25.0;9.0
18/05/2018;;1.4;;7.5;23.0;10.0
19/05/2018;;1.5;3.5;7;23.0;14.0
20/05/2018;;0;9.3;3.65;22.0;13.0
21/05/2018;63;2.8;2;1.25;20.0;12.0
22/05/2018;;7.7;;3;24.0;13.0
23/05/2018;62;0.9;;5.8;24.0;13.0
24/05/2018;;7.6;;5.1;24.0;12.0
25/05/2018;61;3.1;;3.85;21.0;13.0
26/05/2018;;8.7;;4.25;24.0;12.0
27/05/2018;;1.9;;5;21.0;15.0
28/05/2018;60;3.5;;3.6;21.0;14.0
29/05/2018;;0.9;;6.5;20.0;12.0
30/05/2018;;0.2;;4.2;24.0;13.0
31/05/2018;59;9.6;;5.2;25.0;12.0
01/06/2018;;5.5;;56.3;25.0;11.0
02/06/2018;;4.1;11.0;6.6;20.0;13.0
03/06/2018;;11.8;;1.95;24.0;12.0
04/06/2018;58;6.3;;6.9;22.0;14.0
05/06/2018;;1.1;;6.1;21.0;13.0
06/06/2018;;2.2;;5.3;20.0;14.0
07/06/2018;57;11.4;;4.8;22.0;12.0
08/06/2018;;1.7;;5.6;24.0;12.0
09/06/2018;;3.1;;4.75;21.0;13.0
10/06/2018;;4.9;;4.9;23.0;12.0
11/06/2018;;1;;5.55;23.0;14.0
12/06/2018;56;9;;5.2;24.0;13.0
13/06/2018;;10.1;;4.8;28.0;13.0
14/06/2018;55;9.2;;8.7;29.0;15.0
15/06/2018;55;10.5;;7.75;32.0;17.0
16/06/2018;;12.3;;8.65;32.0;17.0
17/06/2018;;11.1;;9.3;32.0;18.0
18/06/2018;52;11.7;;9.95;32.0;19.0
19/06/2018;;10.8;;9.45;33.0;18.0
20/06/2018;;9.7;;11.2;32.0;17.0
21/06/2018;;9.9;;8.6;32.0;18.0
22/06/2018;49;8.8;;10.3;30.0;17.0
23/06/2018;;4;;9.25;31.0;17.0
24/06/2018;;4.4;;14.15;30.0;18.0
25/06/2018;46;6;;7.35;33.0;17.0
26/06/2018;;7;;8.2;32.0;19.0
27/06/2018;;10;;7.9;32.0;18.0
28/06/2018;45;9.6;;9.35;28.0;17.0
29/06/2018;;11.2;;8.25;30.0;16.0
30/06/2018;43;4.9;;9.2;27.0;16.0
01/07/2018;;13.2;;4.75;26.0;17.0
02/07/2018;;13;;11.55;26.0;13.0
03/07/2018;42;10.5;;7.55;32.0;14.0
04/07/2018;;11.6;;8.3;27.0;15.0
05/07/2018;41;4.8;;8.5;30.0;15.0
06/07/2018;;1.6;;9.2;32.0;14.0
07/07/2018;;11.5;;9.1;32.0;15.0
08/07/2018;;11.8;;7.65;32.0;17.0
09/07/2018;38;12.2;;9.05;32.0;17.0
10/07/2018;;10;;10.2;36.0;16.0
11/07/2018;37;11.5;;9.5;32.0;16.0
12/07/2018;;6.1;;8.35;31.0;15.0
13/07/2018;34;8.6;;8.32;31.0;16.0
14/07/2018;;10.6;;7.8;30.0;15.0
15/07/2018;;6.7;;7.85;26.0;14.0
16/07/2018;;9;;8.05;29.0;15.0
17/07/2018;30;1;;8.1;32.0;16.0
18/07/2018;28;1.6;;12.1;32.0;17.0
19/07/2018;28;12.4;;8.8;33.0;16.0
20/07/2018;26;12.6;;9;32.0;17.0
21/07/2018;24;12.2;;9.8;32.0;17.0
22/07/2018;22;10.3;;9.7;32.0;17.0
23/07/2018;20;12.3;;6.9;34.0;16.0
24/07/2018;20;11.8;;9;32.0;19.0
25/07/2018;18;10.7;;8.5;32.0;16.0
26/07/2018;18;7.4;;9;32.0;17.0
27/07/2018;18;11;;8.5;32.0;17.0
28/07/2018;18;11.2;;8.8;35.0;17.0
29/07/2018;16;12;;9.95;31.0;16.0
30/07/2018;14;11.3;;8.8;32.0;17.0
31/07/2018;14;11.3;;8.1;36.0;17.0
01/08/2018;12;9.8;;9.9;34.0;19.0
02/08/2018;10;7.5;;12.8;36.0;24.0
03/08/2018;10;10.4;;10.3;39.0;22.0
04/08/2018;8;7.5;;11.4;39.0;22.0
05/08/2018;8;8.5;;11.2;38.0;21.0
06/08/2018;6;9.5;;9.9;37.0;21.0
07/08/2018;6;8.3;;9.2;39.0;22.0
08/08/2018;4;8.7;;9.6;35.0;22.0
09/08/2018;4;10.2;;9.3;30.0;17.0
10/08/2018;4;10.6;;7.6;31.0;17.0
11/08/2018;2;8.9;;9.85;32.0;20.0
12/08/2018;2;9.6;;8.15;33.0;22.0
13/08/2018;2;11;;9.25;32.0;20.0
14/08/2018;2;10;;9.45;32.0;18.0
15/08/2018;0;9.8;;8.43;32.0;18.0
16/08/2018;0;9.5;;73.47;32.0;18.0
17/08/2018;-2;10.3;;7.9;33.0;19.0
18/08/2018;-2;10.7;;8.1;30.0;22.0
19/08/2018;-4;10.8;;11.75;31.0;22.0
20/08/2018;-4;9.3;;6.6;30.0;22.0
21/08/2018;-5;11;;8.6;30.0;20.0
22/08/2018;-6;10.8;;9.1;32.0;20.0
23/08/2018;-7;8.7;;8.9;34.0;18.0
24/08/2018;-8;9.9;;6.55;35.0;18.0
25/08/2018;-7;7.6;;8.1;36.0;19.0
26/08/2018;-8;10.2;;7.15;32.0;18.0
27/08/2018;-9;7.4;;8.15;34.0;21.0
28/08/2018;-10;9.4;;8.2;33.0;21.0
29/08/2018;-11;9.1;;6.35;31.0;19.0
30/08/2018;-11;7.6;;7.95;30.0;16.0
31/08/2018;-12;8.2;;6.95;32.0;19.0
01/09/2018;-12;8.4;;7.9;30.0;22.0
02/09/2018;-12;7.3;;8.5;32.0;22.0
03/09/2018;-12;7.6;;9.2;32.0;21.0
04/09/2018;-12;9.1;;5.95;28.0;16.0
05/09/2018;-13;8.8;;6.15;28.0;17.0
06/09/2018;-13;8.3;;6.2;28.0;16.0
07/09/2018;-13;9.5;;5.9;27.0;15.0
08/09/2018;-15;1.6;4.2;8;22.0;17.0
09/09/2018;-15;6.1;;0.55;27.0;17.0
10/09/2018;-15;9.5;;4.25;29.0;16.0
11/09/2018;-15;7.7;;5.8;30.0;15.0
12/09/2018;-15;5.2;;5.35;29.0;18.0
13/09/2018;-15;5;;4.65;30.0;18.0
14/09/2018;-15;0.7;2.8;2.85;26.0;18.0
15/09/2018;-11;3.5;17;1.85;25.0;17.0
16/09/2018;3;8.7;;5.15;28.0;17.0
17/09/2018;3;5.2;;5.4;28.0;20.0
18/09/2018;3;7.3;3.3;5.5;31.0;19.0
19/09/2018;9;8.3;;3.05;31.0;19.0
20/09/2018;9;8.8;;5.85;28.0;19.0
21/09/2018;7;8.2;;7.2;32.0;17.0
22/09/2018;5;8.7;;6.2;32.0;17.0
23/09/2018;3;9.3;;6.9;33.0;17.0
24/09/2018;1;9.1;;7.2;34.0;17.0
25/09/2018;-1;8.9;;7.7;30.0;17.0
26/09/2018;-1;6.4;;6.1;28.0;17.0
27/09/2018;-4;5.5;;6.3;28.0;19.0
28/09/2018;-6;6;;3.7;24.0;20.0
29/09/2018;-6;8.4;;4.95;28.0;17.0
30/09/2018;-6;8;;6.1;29.0;17.0
01/10/2018;-8;8.5;0;4.2;28.0;17.0
02/10/2018;-10;9.1;0;4.9;28.0;14.0
03/10/2018;-10;9.4;0;5.8;29.0;14.0
04/10/2018;-10;9.3;0;5.25;27.0;14.0
05/10/2018;-12;9.4;0;6.95;26.0;17.0
06/10/2018;-12;9;0;6.4;29.0;17.0
07/10/2018;-12;8.7;0;5.65;28.0;13.0
08/10/2018;-13;8.7;0;5.85;26.0;12.0
09/10/2018;-15;7.9;2.8;4.1;22.0;12.0
10/10/2018;-15;8.1;0;3.95;24.0;13.0
11/10/2018;-15;1.9;0.3;3.55;24.0;16.0
12/10/2018;-15;7.9;0;1.8;27.0;13.0
13/10/2018;-13;9.1;11.8;3.5;26.0;16.0
14/10/2018;-9;5.8;0;4.75;19.0;15.0
15/10/2018;3;5.7;15.2;2.25;18.0;8.0
16/10/2018;21;6.4;0.1;1.25;19.0;9.0
17/10/2018;21;8.2;12.2;1.85;23.0;10.0
18/10/2018;31;0.2;15.6;2.7;16.0;12.0
19/10/2018;29;5.8;0;1.7;17.0;7.0
20/10/2018;25;2;170;1.2;19.0;8.0
21/10/2018;89;0.3;0.8;130.9;17.0;11.0
22/10/2018;93;7.8;0;0.1;23.0;13.0
23/10/2018;99;5.8;0;2.1;21.0;14.0
24/10/2018;99;8.5;0;2.3;21.0;13.0
25/10/2018;100;8.3;0;3.05;23.0;13.0
26/10/2018;99;1.6;0.2;2.3;19.0;12.0
27/10/2018;100;3.7;0;0.3;17.0;12.0
28/10/2018;99;3.3;1.9;2.5;9.0;6.0
29/10/2018;100;9.1;0.3;1.4;12.0;5.0
30/10/2018;99;0;16.8;2.65;11.0;5.0
31/10/2018;102;4;21.6;-0.35;12.0;8.0
01/11/2018;108;8.8;0;0.95;14.0;8.0
02/11/2018;108;2.2;0;1.85;14.0;6.0
03/11/2018;109;7.4;0;0.8;17.0;7.0
04/11/2018;108;7.6;5.8;1.9;17.0;7.0
05/11/2018;110;5.1;0.3;1.7;13.0;9.0
06/11/2018;110;7.8;0;3.25;15.0;6.0
07/11/2018;110;1.4;0.7;0.55;15.0;7.0
08/11/2018;110;2.3;1.7;1.3;17.0;8.0
09/11/2018;110;7.5;0;1.15;13.0;8.0
10/11/2018;110;0;0;1.25;14.0;7.0
11/11/2018;110;7.9;0;1.1;20.0;7.0
12/11/2018;110;2.6;0.3;2.35;17.0;7.0
13/11/2018;110;2.6;0;1.15;18.0;7.0
14/11/2018;110;4.8;0;1.7;19.0;8.0
15/11/2018;110;1.3;0;2.5;18.0;11.0
16/11/2018;110;3.8;0;1.1;17.0;12.0
17/11/2018;110;4.5;0;1.5;17.0;11.0
18/11/2018;110;0.1;7.7;1.9;15.0;11.0
19/11/2018;110;0.1;7.2;0.6;12.0;9.0
20/11/2018;111;2.2;3.5;0.3;13.0;9.0
21/11/2018;111;0;1.4;0.5;13.0;10.0
22/11/2018;112;0;19.1;-0.1;12.0;10.0
23/11/2018;113;2.4;0;0.25;13.0;10.0
24/11/2018;114;6.3;0.6;0.7;14.0;5.0
25/11/2018;115;1.4;2.3;1.25;15.0;5.0
26/11/2018;116;7.2;0;0.05;12.0;8.0
27/11/2018;116;5.8;0;0.5;16.0;5.0
28/11/2018;116;7.4;0;0.5;18.0;4.0
29/11/2018;116;6.7;0.9;0.85;17.0;4.0
30/11/2018;116;5.8;0;1.2;14.0;4.0
01/12/2018;116;6.3;0;1.5;17.0;5.0
02/12/2018;116;2.6;0;0.85;15.0;5.0
03/12/2018;116;7.1;0;0.9;17.0;6.0
04/12/2018;116;8.9;0;0.6;23.0;6.0
05/12/2018;116;9.4;0;1.1;23.0;6.0
06/12/2018;116;8.8;0;0.2;22.0;6.0
07/12/2018;116;8.3;0;2.4;19.0;5.0
08/12/2018;116;8.2;0;0.95;16.0;6.0
09/12/2018;116;8.8;0;0.95;18.0;6.0
10/12/2018;116;8.4;0;1.1;21.0;6.0
11/12/2018;116;5.3;0;1.2;15.0;5.0
12/12/2018;116;2;9.1;0.9;14.0;10.0
13/12/2018;116;3.2;0;1.1;11.0;9.0
14/12/2018;116;5.3;0;1.4;10.0;5.0
15/12/2018;116;8.8;0;1;13.0;3.0
16/12/2018;116;0.6;0.5;0.9;13.0;3.0
17/12/2018;116;5.1;0;0.2;15.0;6.0
18/12/2018;116;8.7;0;0.9;17.0;6.0
19/12/2018;116;2.2;0;1.05;13.0;9.0
20/12/2018;116;4.7;0;0.55;13.0;7.0
21/12/2018;116;7;0;1.05;15.0;3.0
22/12/2018;116;6.8;0;1.05;18.0;2.0
